Htno,Subcode,Subname,Internals,Grade,Credits
20B85A0232,R1932022,POWER SYSTEM ANALYSIS,18,C,3.0
20B85A0232,R1932023,DATA STRUCTURES,22,C,3.0
20B85A0232,R1932024,DIGITAL CONTROL SYSTEMS,21,O,3.0
20B85A0232,R1932025,POWER ELECTRONICS LABORATORY,18,S,1.5
20B85A0232,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,18,O,1.5
20B85A0232,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
20B85A0232,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,22,B,3.0
20B85A0232,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),21,C,3.0
20B85A0233,R1932021,ELECTRIC DRIVES,18,C,3.0
20B85A0233,R1932022,POWER SYSTEM ANALYSIS,15,F,0.0
20B85A0233,R1932023,DATA STRUCTURES,16,F,0.0
20B85A0233,R1932024,DIGITAL CONTROL SYSTEMS,15,F,0.0
20B85A0233,R1932025,POWER ELECTRONICS LABORATORY,16,S,1.5
20B85A0233,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,16,S,1.5
20B85A0233,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
20B85A0233,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,20,C,3.0
20B85A0233,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),20,C,3.0
20B85A0234,R1932021,ELECTRIC DRIVES,17,F,0.0
20B85A0234,R1932022,POWER SYSTEM ANALYSIS,18,F,0.0
20B85A0234,R1932023,DATA STRUCTURES,17,F,0.0
20B85A0234,R1932024,DIGITAL CONTROL SYSTEMS,15,F,0.0
20B85A0234,R1932025,POWER ELECTRONICS LABORATORY,17,S,1.5
20B85A0234,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,18,S,1.5
20B85A0234,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
20B85A0234,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,15,D,3.0
20B85A0234,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),15,D,3.0
20B85A0235,R1932021,ELECTRIC DRIVES,22,S,3.0
20B85A0235,R1932022,POWER SYSTEM ANALYSIS,16,B,3.0
20B85A0235,R1932023,DATA STRUCTURES,21,S,3.0
20B85A0235,R1932024,DIGITAL CONTROL SYSTEMS,17,B,3.0
20B85A0235,R1932025,POWER ELECTRONICS LABORATORY,16,S,1.5
20B85A0235,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,18,O,1.5
20B85A0235,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
20B85A0235,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,23,B,3.0
20B85A0235,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),21,B,3.0
20B85A0237,R1932021,ELECTRIC DRIVES,22,C,3.0
20B85A0237,R1932022,POWER SYSTEM ANALYSIS,19,D,3.0
20B85A0237,R1932023,DATA STRUCTURES,19,C,3.0
20B85A0237,R1932024,DIGITAL CONTROL SYSTEMS,21,B,3.0
20B85A0237,R1932025,POWER ELECTRONICS LABORATORY,18,S,1.5
20B85A0237,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,18,O,1.5
20B85A0237,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
20B85A0237,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,20,F,0.0
20B85A0237,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),21,C,3.0
20B85A0238,R1932021,ELECTRIC DRIVES,22,A,3.0
20B85A0238,R1932022,POWER SYSTEM ANALYSIS,21,B,3.0
20B85A0238,R1932023,DATA STRUCTURES,22,F,0.0
20B85A0238,R1932024,DIGITAL CONTROL SYSTEMS,22,B,3.0
20B85A0238,R1932025,POWER ELECTRONICS LABORATORY,18,S,1.5
20B85A0238,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,17,S,1.5
20B85A0238,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
20B85A0238,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,23,B,3.0
20B85A0238,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),23,B,3.0
20B85A0239,R1932021,ELECTRIC DRIVES,24,C,3.0
20B85A0239,R1932022,POWER SYSTEM ANALYSIS,22,A,3.0
20B85A0239,R1932023,DATA STRUCTURES,22,B,3.0
20B85A0239,R1932024,DIGITAL CONTROL SYSTEMS,20,C,3.0
20B85A0239,R1932025,POWER ELECTRONICS LABORATORY,17,S,1.5
20B85A0239,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,16,S,1.5
20B85A0239,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
20B85A0239,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,22,C,3.0
20B85A0239,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),22,B,3.0
20B85A0240,R1932021,ELECTRIC DRIVES,24,A,3.0
20B85A0240,R1932022,POWER SYSTEM ANALYSIS,19,C,3.0
20B85A0240,R1932023,DATA STRUCTURES,23,C,3.0
20B85A0240,R1932024,DIGITAL CONTROL SYSTEMS,21,C,3.0
20B85A0240,R1932025,POWER ELECTRONICS LABORATORY,17,S,1.5
20B85A0240,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,16,A,1.5
20B85A0240,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
20B85A0240,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,21,F,0.0
20B85A0240,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),22,C,3.0
20B85A0241,R1932021,ELECTRIC DRIVES,24,C,3.0
20B85A0241,R1932022,POWER SYSTEM ANALYSIS,20,B,3.0
20B85A0241,R1932023,DATA STRUCTURES,20,C,3.0
20B85A0241,R1932024,DIGITAL CONTROL SYSTEMS,17,B,3.0
20B85A0241,R1932025,POWER ELECTRONICS LABORATORY,18,O,1.5
20B85A0241,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,16,S,1.5
20B85A0241,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
20B85A0241,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,23,C,3.0
20B85A0241,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),22,B,3.0
20B85A0242,R1932021,ELECTRIC DRIVES,19,A,3.0
20B85A0242,R1932022,POWER SYSTEM ANALYSIS,21,B,3.0
20B85A0242,R1932023,DATA STRUCTURES,21,C,3.0
20B85A0242,R1932024,DIGITAL CONTROL SYSTEMS,22,A,3.0
20B85A0242,R1932025,POWER ELECTRONICS LABORATORY,17,S,1.5
20B85A0242,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,18,S,1.5
20B85A0242,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
20B85A0242,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,23,A,3.0
20B85A0242,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),22,B,3.0
20B85A0243,R1932021,ELECTRIC DRIVES,19,D,3.0
20B85A0243,R1932022,POWER SYSTEM ANALYSIS,17,C,3.0
20B85A0243,R1932023,DATA STRUCTURES,20,C,3.0
20B85A0243,R1932024,DIGITAL CONTROL SYSTEMS,19,C,3.0
20B85A0243,R1932025,POWER ELECTRONICS LABORATORY,17,S,1.5
20B85A0243,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,17,A,1.5
20B85A0243,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
20B85A0243,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,21,D,3.0
20B85A0243,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),21,D,3.0
20B85A0244,R1932021,ELECTRIC DRIVES,22,S,3.0
20B85A0244,R1932022,POWER SYSTEM ANALYSIS,21,B,3.0
20B85A0244,R1932023,DATA STRUCTURES,22,B,3.0
20B85A0244,R1932024,DIGITAL CONTROL SYSTEMS,21,C,3.0
20B85A0244,R1932025,POWER ELECTRONICS LABORATORY,16,S,1.5
20B85A0244,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,16,S,1.5
20B85A0244,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
20B85A0244,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,22,A,3.0
20B85A0244,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),22,C,3.0
20B85A0245,R1932021,ELECTRIC DRIVES,21,B,3.0
20B85A0245,R1932022,POWER SYSTEM ANALYSIS,17,D,3.0
20B85A0245,R1932023,DATA STRUCTURES,22,C,3.0
20B85A0245,R1932024,DIGITAL CONTROL SYSTEMS,20,A,3.0
20B85A0245,R1932025,POWER ELECTRONICS LABORATORY,18,S,1.5
20B85A0245,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,15,A,1.5
20B85A0245,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
20B85A0245,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,22,C,3.0
20B85A0245,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),20,B,3.0
20B85A0246,R1932021,ELECTRIC DRIVES,24,S,3.0
20B85A0246,R1932022,POWER SYSTEM ANALYSIS,23,S,3.0
20B85A0246,R1932023,DATA STRUCTURES,24,C,3.0
20B85A0246,R1932024,DIGITAL CONTROL SYSTEMS,23,A,3.0
20B85A0246,R1932025,POWER ELECTRONICS LABORATORY,18,S,1.5
20B85A0246,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,16,S,1.5
20B85A0246,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
20B85A0246,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,22,A,3.0
20B85A0246,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),24,B,3.0
20B85A0247,R1932021,ELECTRIC DRIVES,24,B,3.0
20B85A0247,R1932022,POWER SYSTEM ANALYSIS,23,A,3.0
20B85A0247,R1932023,DATA STRUCTURES,22,B,3.0
20B85A0247,R1932024,DIGITAL CONTROL SYSTEMS,23,C,3.0
20B85A0247,R1932025,POWER ELECTRONICS LABORATORY,18,S,1.5
20B85A0247,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,17,O,1.5
20B85A0247,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
20B85A0247,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,22,A,3.0
20B85A0247,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),24,B,3.0
20B85A0248,R1932021,ELECTRIC DRIVES,21,S,3.0
20B85A0248,R1932022,POWER SYSTEM ANALYSIS,18,B,3.0
20B85A0248,R1932023,DATA STRUCTURES,22,B,3.0
20B85A0248,R1932024,DIGITAL CONTROL SYSTEMS,21,A,3.0
20B85A0248,R1932025,POWER ELECTRONICS LABORATORY,17,S,1.5
20B85A0248,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,17,S,1.5
20B85A0248,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
20B85A0248,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,22,B,3.0
20B85A0248,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),21,B,3.0
20B85A0249,R1932021,ELECTRIC DRIVES,22,C,3.0
20B85A0249,R1932022,POWER SYSTEM ANALYSIS,19,C,3.0
20B85A0249,R1932023,DATA STRUCTURES,18,C,3.0
20B85A0249,R1932024,DIGITAL CONTROL SYSTEMS,21,A,3.0
20B85A0249,R1932025,POWER ELECTRONICS LABORATORY,18,S,1.5
20B85A0249,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,16,S,1.5
20B85A0249,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
20B85A0249,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,22,C,3.0
20B85A0249,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),23,B,3.0
20B85A0250,R1932021,ELECTRIC DRIVES,17,B,3.0
20B85A0250,R1932022,POWER SYSTEM ANALYSIS,17,B,3.0
20B85A0250,R1932023,DATA STRUCTURES,21,D,3.0
20B85A0250,R1932024,DIGITAL CONTROL SYSTEMS,20,B,3.0
20B85A0250,R1932025,POWER ELECTRONICS LABORATORY,16,A,1.5
20B85A0250,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,15,A,1.5
20B85A0250,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
20B85A0250,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,20,B,3.0
20B85A0250,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),22,B,3.0
20B85A0251,R1932021,ELECTRIC DRIVES,18,C,3.0
20B85A0251,R1932022,POWER SYSTEM ANALYSIS,16,C,3.0
20B85A0251,R1932023,DATA STRUCTURES,21,B,3.0
20B85A0251,R1932024,DIGITAL CONTROL SYSTEMS,21,B,3.0
20B85A0251,R1932025,POWER ELECTRONICS LABORATORY,18,S,1.5
20B85A0251,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,18,O,1.5
20B85A0251,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
20B85A0251,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,21,B,3.0
20B85A0251,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),23,C,3.0
20B85A0252,R1932021,ELECTRIC DRIVES,23,A,3.0
20B85A0252,R1932022,POWER SYSTEM ANALYSIS,21,C,3.0
20B85A0252,R1932023,DATA STRUCTURES,23,A,3.0
20B85A0252,R1932024,DIGITAL CONTROL SYSTEMS,19,B,3.0
20B85A0252,R1932025,POWER ELECTRONICS LABORATORY,17,S,1.5
20B85A0252,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,17,A,1.5
20B85A0252,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
20B85A0252,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,22,A,3.0
20B85A0252,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),20,B,3.0
20B85A0253,R1932021,ELECTRIC DRIVES,19,D,3.0
20B85A0253,R1932022,POWER SYSTEM ANALYSIS,20,B,3.0
20B85A0253,R1932023,DATA STRUCTURES,20,C,3.0
20B85A0253,R1932024,DIGITAL CONTROL SYSTEMS,21,A,3.0
20B85A0253,R1932025,POWER ELECTRONICS LABORATORY,18,S,1.5
20B85A0253,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,18,S,1.5
20B85A0253,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
20B85A0253,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,20,B,3.0
20B85A0253,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),21,B,3.0
20B85A0254,R1932021,ELECTRIC DRIVES,23,S,3.0
20B85A0254,R1932022,POWER SYSTEM ANALYSIS,23,B,3.0
20B85A0254,R1932023,DATA STRUCTURES,20,D,3.0
20B85A0254,R1932024,DIGITAL CONTROL SYSTEMS,22,B,3.0
20B85A0254,R1932025,POWER ELECTRONICS LABORATORY,19,S,1.5
20B85A0254,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,15,S,1.5
20B85A0254,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
20B85A0254,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,22,C,3.0
20B85A0254,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),24,B,3.0
20B85A0255,R1932021,ELECTRIC DRIVES,21,C,3.0
20B85A0255,R1932022,POWER SYSTEM ANALYSIS,21,B,3.0
20B85A0255,R1932023,DATA STRUCTURES,20,C,3.0
20B85A0255,R1932024,DIGITAL CONTROL SYSTEMS,23,C,3.0
20B85A0255,R1932025,POWER ELECTRONICS LABORATORY,18,S,1.5
20B85A0255,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,16,S,1.5
20B85A0255,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
20B85A0255,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,22,B,3.0
20B85A0255,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),23,B,3.0
20B85A0256,R1932021,ELECTRIC DRIVES,19,A,3.0
20B85A0256,R1932022,POWER SYSTEM ANALYSIS,20,B,3.0
20B85A0256,R1932023,DATA STRUCTURES,22,D,3.0
20B85A0256,R1932024,DIGITAL CONTROL SYSTEMS,21,B,3.0
20B85A0256,R1932025,POWER ELECTRONICS LABORATORY,19,S,1.5
20B85A0256,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,16,S,1.5
20B85A0256,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
20B85A0256,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,22,B,3.0
20B85A0256,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),22,B,3.0
20B85A0257,R1932021,ELECTRIC DRIVES,17,D,3.0
20B85A0257,R1932022,POWER SYSTEM ANALYSIS,20,C,3.0
20B85A0257,R1932023,DATA STRUCTURES,17,C,3.0
20B85A0257,R1932024,DIGITAL CONTROL SYSTEMS,19,C,3.0
20B85A0257,R1932025,POWER ELECTRONICS LABORATORY,18,S,1.5
20B85A0257,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,18,O,1.5
20B85A0257,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
20B85A0257,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,20,D,3.0
20B85A0257,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),19,C,3.0
20B85A0258,R1932021,ELECTRIC DRIVES,23,S,3.0
20B85A0258,R1932022,POWER SYSTEM ANALYSIS,23,S,3.0
20B85A0258,R1932023,DATA STRUCTURES,24,F,0.0
20B85A0258,R1932024,DIGITAL CONTROL SYSTEMS,22,B,3.0
20B85A0258,R1932025,POWER ELECTRONICS LABORATORY,18,S,1.5
20B85A0258,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,14,A,1.5
20B85A0258,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
20B85A0258,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,22,B,3.0
20B85A0258,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),20,B,3.0
20B85A0259,R1932021,ELECTRIC DRIVES,17,D,3.0
20B85A0259,R1932022,POWER SYSTEM ANALYSIS,19,B,3.0
20B85A0259,R1932023,DATA STRUCTURES,19,D,3.0
20B85A0259,R1932024,DIGITAL CONTROL SYSTEMS,17,C,3.0
20B85A0259,R1932025,POWER ELECTRONICS LABORATORY,17,A,1.5
20B85A0259,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,16,S,1.5
20B85A0259,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
20B85A0259,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,20,C,3.0
20B85A0259,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),17,C,3.0
20B85A0260,R1932021,ELECTRIC DRIVES,22,B,3.0
20B85A0260,R1932022,POWER SYSTEM ANALYSIS,22,C,3.0
20B85A0260,R1932023,DATA STRUCTURES,19,D,3.0
20B85A0260,R1932024,DIGITAL CONTROL SYSTEMS,20,C,3.0
20B85A0260,R1932025,POWER ELECTRONICS LABORATORY,17,S,1.5
20B85A0260,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,15,A,1.5
20B85A0260,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
20B85A0260,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,21,C,3.0
20B85A0260,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),21,B,3.0
20B85A0261,R1932021,ELECTRIC DRIVES,23,B,3.0
20B85A0261,R1932022,POWER SYSTEM ANALYSIS,22,B,3.0
20B85A0261,R1932023,DATA STRUCTURES,22,A,3.0
20B85A0261,R1932024,DIGITAL CONTROL SYSTEMS,20,A,3.0
20B85A0261,R1932025,POWER ELECTRONICS LABORATORY,18,S,1.5
20B85A0261,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,17,S,1.5
20B85A0261,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
20B85A0261,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,22,A,3.0
20B85A0261,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),23,B,3.0
20B85A0262,R1932021,ELECTRIC DRIVES,23,S,3.0
20B85A0262,R1932022,POWER SYSTEM ANALYSIS,22,A,3.0
20B85A0262,R1932023,DATA STRUCTURES,23,D,3.0
20B85A0262,R1932024,DIGITAL CONTROL SYSTEMS,24,B,3.0
20B85A0262,R1932025,POWER ELECTRONICS LABORATORY,18,O,1.5
20B85A0262,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,17,S,1.5
20B85A0262,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
20B85A0262,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,22,C,3.0
20B85A0262,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),24,C,3.0
20B85A0263,R1932021,ELECTRIC DRIVES,22,B,3.0
20B85A0263,R1932022,POWER SYSTEM ANALYSIS,23,A,3.0
20B85A0263,R1932023,DATA STRUCTURES,21,B,3.0
20B85A0263,R1932024,DIGITAL CONTROL SYSTEMS,24,B,3.0
20B85A0263,R1932025,POWER ELECTRONICS LABORATORY,18,O,1.5
20B85A0263,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,17,S,1.5
20B85A0263,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
20B85A0263,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,22,A,3.0
20B85A0263,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),24,A,3.0
20B85A0264,R1932021,ELECTRIC DRIVES,21,B,3.0
20B85A0264,R1932022,POWER SYSTEM ANALYSIS,21,C,3.0
20B85A0264,R1932023,DATA STRUCTURES,20,C,3.0
20B85A0264,R1932024,DIGITAL CONTROL SYSTEMS,21,F,0.0
20B85A0264,R1932025,POWER ELECTRONICS LABORATORY,18,S,1.5
20B85A0264,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,15,S,1.5
20B85A0264,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
20B85A0264,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,16,C,3.0
20B85A0264,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),20,D,3.0
20B85A0265,R1932021,ELECTRIC DRIVES,22,B,3.0
20B85A0265,R1932022,POWER SYSTEM ANALYSIS,22,B,3.0
20B85A0265,R1932023,DATA STRUCTURES,24,C,3.0
20B85A0265,R1932024,DIGITAL CONTROL SYSTEMS,22,A,3.0
20B85A0265,R1932025,POWER ELECTRONICS LABORATORY,17,S,1.5
20B85A0265,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,17,S,1.5
20B85A0265,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
20B85A0265,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,19,B,3.0
20B85A0265,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),25,A,3.0
20B85A0266,R1932021,ELECTRIC DRIVES,23,C,3.0
20B85A0266,R1932022,POWER SYSTEM ANALYSIS,22,B,3.0
20B85A0266,R1932023,DATA STRUCTURES,23,F,0.0
20B85A0266,R1932024,DIGITAL CONTROL SYSTEMS,22,C,3.0
20B85A0266,R1932025,POWER ELECTRONICS LABORATORY,19,S,1.5
20B85A0266,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,16,A,1.5
20B85A0266,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
20B85A0266,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,21,C,3.0
20B85A0266,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),20,C,3.0
20B85A0267,R1932021,ELECTRIC DRIVES,23,F,0.0
20B85A0267,R1932022,POWER SYSTEM ANALYSIS,23,D,3.0
20B85A0267,R1932023,DATA STRUCTURES,21,F,0.0
20B85A0267,R1932024,DIGITAL CONTROL SYSTEMS,21,D,3.0
20B85A0267,R1932025,POWER ELECTRONICS LABORATORY,17,S,1.5
20B85A0267,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,18,S,1.5
20B85A0267,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
20B85A0267,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,21,D,3.0
20B85A0267,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),22,C,3.0
20B85A0268,R1932021,ELECTRIC DRIVES,22,C,3.0
20B85A0268,R1932022,POWER SYSTEM ANALYSIS,23,F,0.0
20B85A0268,R1932023,DATA STRUCTURES,21,B,3.0
20B85A0268,R1932024,DIGITAL CONTROL SYSTEMS,21,B,3.0
20B85A0268,R1932025,POWER ELECTRONICS LABORATORY,18,A,1.5
20B85A0268,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,15,S,1.5
20B85A0268,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
20B85A0268,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,19,C,3.0
20B85A0268,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),23,B,3.0
20B85A0269,R1932021,ELECTRIC DRIVES,23,B,3.0
20B85A0269,R1932022,POWER SYSTEM ANALYSIS,22,C,3.0
20B85A0269,R1932023,DATA STRUCTURES,21,B,3.0
20B85A0269,R1932024,DIGITAL CONTROL SYSTEMS,21,A,3.0
20B85A0269,R1932025,POWER ELECTRONICS LABORATORY,16,A,1.5
20B85A0269,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,16,A,1.5
20B85A0269,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
20B85A0269,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,21,C,3.0
20B85A0269,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),23,C,3.0
20B85A0270,R1932021,ELECTRIC DRIVES,24,C,3.0
20B85A0270,R1932022,POWER SYSTEM ANALYSIS,23,B,3.0
20B85A0270,R1932023,DATA STRUCTURES,23,D,3.0
20B85A0270,R1932024,DIGITAL CONTROL SYSTEMS,23,A,3.0
20B85A0270,R1932025,POWER ELECTRONICS LABORATORY,18,S,1.5
20B85A0270,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,16,S,1.5
20B85A0270,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
20B85A0270,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,22,B,3.0
20B85A0270,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),23,B,3.0
20B85A0271,R1932021,ELECTRIC DRIVES,22,C,3.0
20B85A0271,R1932022,POWER SYSTEM ANALYSIS,16,C,3.0
20B85A0271,R1932023,DATA STRUCTURES,19,D,3.0
20B85A0271,R1932024,DIGITAL CONTROL SYSTEMS,21,C,3.0
20B85A0271,R1932025,POWER ELECTRONICS LABORATORY,18,S,1.5
20B85A0271,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,18,O,1.5
20B85A0271,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
20B85A0271,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,19,C,3.0
20B85A0271,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),19,C,3.0
20B85A0272,R1932021,ELECTRIC DRIVES,23,C,3.0
20B85A0272,R1932022,POWER SYSTEM ANALYSIS,23,C,3.0
