Htno,Subcode,Subname,Internals,Grade,Credits
19B81A0358,R1932035,HEAT TRANSFER LAB,15,A,1.5
19B81A0358,R1932036,CAD /CAM LAB,19,S,1.5
19B81A0358,R193203C,UNCONVENTIONAL MACHINING PROCESSES,13,D,3.0
19B81A0358,R193203H,AUTOMOBILE ENGINEERING,15,F,0.0
19B81A0359,R1932031,OPERATIONS RESEARCH,12,F,0.0
19B81A0359,R1932032,HEAT TRANSFER,11,F,0.0
19B81A0359,R1932033,CAD/CAM,9,F,0.0
19B81A0359,R1932034,SIMULATION OF MECHANICAL SYSTEMS LAB,15,A,1.0
19B81A0359,R1932035,HEAT TRANSFER LAB,15,A,1.5
19B81A0359,R1932036,CAD /CAM LAB,19,S,1.5
19B81A0359,R193203C,UNCONVENTIONAL MACHINING PROCESSES,5,F,0.0
19B81A0359,R193203H,AUTOMOBILE ENGINEERING,13,F,0.0
19B81A0360,R1932031,OPERATIONS RESEARCH,12,F,0.0
19B81A0360,R1932032,HEAT TRANSFER,10,F,0.0
19B81A0360,R1932033,CAD/CAM,10,F,0.0
19B81A0360,R1932034,SIMULATION OF MECHANICAL SYSTEMS LAB,15,A,1.0
19B81A0360,R1932035,HEAT TRANSFER LAB,15,A,1.5
19B81A0360,R1932036,CAD /CAM LAB,20,S,1.5
19B81A0360,R193203C,UNCONVENTIONAL MACHINING PROCESSES,6,F,0.0
19B81A0360,R193203H,AUTOMOBILE ENGINEERING,12,F,0.0
19B81A0361,R1932031,OPERATIONS RESEARCH,13,D,3.0
19B81A0361,R1932032,HEAT TRANSFER,14,D,3.0
19B81A0361,R1932033,CAD/CAM,14,F,0.0
19B81A0361,R1932034,SIMULATION OF MECHANICAL SYSTEMS LAB,15,A,1.0
19B81A0361,R1932035,HEAT TRANSFER LAB,15,A,1.5
19B81A0361,R1932036,CAD /CAM LAB,20,S,1.5
19B81A0361,R193203C,UNCONVENTIONAL MACHINING PROCESSES,14,D,3.0
19B81A0361,R193203H,AUTOMOBILE ENGINEERING,17,F,0.0
19B81A0362,R1932031,OPERATIONS RESEARCH,11,F,0.0
19B81A0362,R1932032,HEAT TRANSFER,9,F,0.0
19B81A0362,R1932033,CAD/CAM,9,F,0.0
19B81A0362,R1932034,SIMULATION OF MECHANICAL SYSTEMS LAB,16,S,1.0
19B81A0362,R1932035,HEAT TRANSFER LAB,16,A,1.5
19B81A0362,R1932036,CAD /CAM LAB,19,S,1.5
19B81A0362,R193203C,UNCONVENTIONAL MACHINING PROCESSES,9,F,0.0
19B81A0362,R193203H,AUTOMOBILE ENGINEERING,15,F,0.0
19B81A0364,R1932031,OPERATIONS RESEARCH,9,F,0.0
19B81A0364,R1932032,HEAT TRANSFER,5,F,0.0
19B81A0364,R1932033,CAD/CAM,8,F,0.0
19B81A0364,R1932034,SIMULATION OF MECHANICAL SYSTEMS LAB,15,A,1.0
19B81A0364,R1932035,HEAT TRANSFER LAB,15,A,1.5
19B81A0364,R1932036,CAD /CAM LAB,19,S,1.5
19B81A0364,R193203C,UNCONVENTIONAL MACHINING PROCESSES,9,F,0.0
19B81A0364,R193203H,AUTOMOBILE ENGINEERING,12,F,0.0
19B81A0365,R1932031,OPERATIONS RESEARCH,17,F,0.0
19B81A0365,R1932032,HEAT TRANSFER,14,F,0.0
19B81A0365,R1932033,CAD/CAM,10,F,0.0
19B81A0365,R1932034,SIMULATION OF MECHANICAL SYSTEMS LAB,15,S,1.0
19B81A0365,R1932035,HEAT TRANSFER LAB,15,A,1.5
19B81A0365,R1932036,CAD /CAM LAB,20,S,1.5
19B81A0365,R193203C,UNCONVENTIONAL MACHINING PROCESSES,18,F,0.0
19B81A0365,R193203H,AUTOMOBILE ENGINEERING,16,F,0.0
19B81A0366,R1932031,OPERATIONS RESEARCH,15,C,3.0
19B81A0366,R1932032,HEAT TRANSFER,14,C,3.0
19B81A0366,R1932033,CAD/CAM,17,D,3.0
19B81A0366,R1932034,SIMULATION OF MECHANICAL SYSTEMS LAB,16,S,1.0
19B81A0366,R1932035,HEAT TRANSFER LAB,16,A,1.5
19B81A0366,R1932036,CAD /CAM LAB,20,S,1.5
19B81A0366,R193203C,UNCONVENTIONAL MACHINING PROCESSES,20,C,3.0
19B81A0366,R193203H,AUTOMOBILE ENGINEERING,22,B,3.0
19B81A0367,R1932031,OPERATIONS RESEARCH,14,F,0.0
19B81A0367,R1932032,HEAT TRANSFER,7,F,0.0
19B81A0367,R1932033,CAD/CAM,7,F,0.0
19B81A0367,R1932034,SIMULATION OF MECHANICAL SYSTEMS LAB,15,A,1.0
19B81A0367,R1932035,HEAT TRANSFER LAB,15,ABSENT,0.0
19B81A0367,R1932036,CAD /CAM LAB,20,S,1.5
19B81A0367,R193203C,UNCONVENTIONAL MACHINING PROCESSES,15,F,0.0
19B81A0367,R193203H,AUTOMOBILE ENGINEERING,15,F,0.0
19B81A0368,R1932031,OPERATIONS RESEARCH,17,C,3.0
19B81A0368,R1932032,HEAT TRANSFER,13,F,0.0
19B81A0368,R1932033,CAD/CAM,13,D,3.0
19B81A0368,R1932034,SIMULATION OF MECHANICAL SYSTEMS LAB,15,A,1.0
19B81A0368,R1932035,HEAT TRANSFER LAB,15,S,1.5
19B81A0368,R1932036,CAD /CAM LAB,19,S,1.5
19B81A0368,R193203C,UNCONVENTIONAL MACHINING PROCESSES,15,D,3.0
19B81A0368,R193203H,AUTOMOBILE ENGINEERING,23,C,3.0
19B81A0369,R1932031,OPERATIONS RESEARCH,12,F,0.0
19B81A0369,R1932032,HEAT TRANSFER,8,F,0.0
19B81A0369,R1932033,CAD/CAM,12,F,0.0
19B81A0369,R1932034,SIMULATION OF MECHANICAL SYSTEMS LAB,14,A,1.0
19B81A0369,R1932035,HEAT TRANSFER LAB,14,C,1.5
19B81A0369,R1932036,CAD /CAM LAB,19,S,1.5
19B81A0369,R193203C,UNCONVENTIONAL MACHINING PROCESSES,15,F,0.0
19B81A0369,R193203H,AUTOMOBILE ENGINEERING,19,F,0.0
19B81A0370,R1932031,OPERATIONS RESEARCH,13,F,0.0
19B81A0370,R1932032,HEAT TRANSFER,7,F,0.0
19B81A0370,R1932033,CAD/CAM,11,F,0.0
19B81A0370,R1932034,SIMULATION OF MECHANICAL SYSTEMS LAB,15,S,1.0
19B81A0370,R1932035,HEAT TRANSFER LAB,15,A,1.5
19B81A0370,R1932036,CAD /CAM LAB,18,S,1.5
19B81A0370,R193203C,UNCONVENTIONAL MACHINING PROCESSES,10,C,3.0
19B81A0370,R193203H,AUTOMOBILE ENGINEERING,10,D,3.0
19B81A0401,R1932041,WIRED AND WIRELESS TRANSMISSION DEVICES,14,D,3.0
19B81A0401,R1932042,VLSI DESIGN,19,D,3.0
19B81A0401,R1932043,DIGITAL SIGNAL PROCESSING,15,C,3.0
19B81A0401,R1932044,INTERNET OF THINGS,20,F,0.0
19B81A0401,R1932045,VLSI LAB,16,S,1.5
19B81A0401,R1932046,DIGITAL SIGNAL PROCESSING LAB,14,A,1.5
19B81A0401,R1932047,INTELLECTUAL PROPERTY RIGHTS (IPR) & PAT,0,COMPLE,0.0
19B81A0401,R193204A,CELLULAR & MOBILE COMMUNICATION,23,C,3.0
19B81A0401,R193204F,DATA MINING,21,C,3.0
19B81A0402,R1932041,WIRED AND WIRELESS TRANSMISSION DEVICES,14,D,3.0
19B81A0402,R1932042,VLSI DESIGN,14,B,3.0
19B81A0402,R1932043,DIGITAL SIGNAL PROCESSING,15,C,3.0
19B81A0402,R1932044,INTERNET OF THINGS,15,D,3.0
19B81A0402,R1932045,VLSI LAB,14,A,1.5
19B81A0402,R1932046,DIGITAL SIGNAL PROCESSING LAB,11,B,1.5
19B81A0402,R1932047,INTELLECTUAL PROPERTY RIGHTS (IPR) & PAT,0,COMPLE,0.0
19B81A0402,R193204A,CELLULAR & MOBILE COMMUNICATION,18,C,3.0
19B81A0402,R193204F,DATA MINING,20,B,3.0
19B81A0403,R1932041,WIRED AND WIRELESS TRANSMISSION DEVICES,18,F,0.0
19B81A0403,R1932042,VLSI DESIGN,19,D,3.0
19B81A0403,R1932043,DIGITAL SIGNAL PROCESSING,16,F,0.0
19B81A0403,R1932044,INTERNET OF THINGS,19,C,3.0
19B81A0403,R1932045,VLSI LAB,18,O,1.5
19B81A0403,R1932046,DIGITAL SIGNAL PROCESSING LAB,12,A,1.5
19B81A0403,R1932047,INTELLECTUAL PROPERTY RIGHTS (IPR) & PAT,0,COMPLE,0.0
19B81A0403,R193204A,CELLULAR & MOBILE COMMUNICATION,18,D,3.0
19B81A0403,R193204F,DATA MINING,20,D,3.0
19B81A0404,R1932041,WIRED AND WIRELESS TRANSMISSION DEVICES,16,D,3.0
19B81A0404,R1932042,VLSI DESIGN,20,D,3.0
19B81A0404,R1932043,DIGITAL SIGNAL PROCESSING,15,D,3.0
19B81A0404,R1932044,INTERNET OF THINGS,17,D,3.0
19B81A0404,R1932045,VLSI LAB,14,A,1.5
19B81A0404,R1932046,DIGITAL SIGNAL PROCESSING LAB,11,A,1.5
19B81A0404,R1932047,INTELLECTUAL PROPERTY RIGHTS (IPR) & PAT,0,COMPLE,0.0
19B81A0404,R193204A,CELLULAR & MOBILE COMMUNICATION,22,B,3.0
19B81A0404,R193204F,DATA MINING,21,C,3.0
19B81A0405,R1932041,WIRED AND WIRELESS TRANSMISSION DEVICES,19,D,3.0
19B81A0405,R1932042,VLSI DESIGN,20,D,3.0
19B81A0405,R1932043,DIGITAL SIGNAL PROCESSING,15,D,3.0
19B81A0405,R1932044,INTERNET OF THINGS,19,F,0.0
19B81A0405,R1932045,VLSI LAB,17,S,1.5
19B81A0405,R1932046,DIGITAL SIGNAL PROCESSING LAB,11,A,1.5
19B81A0405,R1932047,INTELLECTUAL PROPERTY RIGHTS (IPR) & PAT,0,COMPLE,0.0
19B81A0405,R193204A,CELLULAR & MOBILE COMMUNICATION,21,B,3.0
19B81A0405,R193204F,DATA MINING,22,B,3.0
19B81A0406,R1932041,WIRED AND WIRELESS TRANSMISSION DEVICES,21,C,3.0
19B81A0406,R1932042,VLSI DESIGN,21,A,3.0
19B81A0406,R1932043,DIGITAL SIGNAL PROCESSING,19,C,3.0
19B81A0406,R1932044,INTERNET OF THINGS,19,D,3.0
19B81A0406,R1932045,VLSI LAB,15,A,1.5
19B81A0406,R1932046,DIGITAL SIGNAL PROCESSING LAB,11,A,1.5
19B81A0406,R1932047,INTELLECTUAL PROPERTY RIGHTS (IPR) & PAT,0,COMPLE,0.0
19B81A0406,R193204A,CELLULAR & MOBILE COMMUNICATION,23,C,3.0
19B81A0406,R193204F,DATA MINING,20,B,3.0
19B81A0407,R1932041,WIRED AND WIRELESS TRANSMISSION DEVICES,20,C,3.0
19B81A0407,R1932042,VLSI DESIGN,22,D,3.0
19B81A0407,R1932043,DIGITAL SIGNAL PROCESSING,18,C,3.0
19B81A0407,R1932044,INTERNET OF THINGS,19,C,3.0
19B81A0407,R1932045,VLSI LAB,18,O,1.5
19B81A0407,R1932046,DIGITAL SIGNAL PROCESSING LAB,14,A,1.5
19B81A0407,R1932047,INTELLECTUAL PROPERTY RIGHTS (IPR) & PAT,0,COMPLE,0.0
19B81A0407,R193204A,CELLULAR & MOBILE COMMUNICATION,22,B,3.0
19B81A0407,R193204F,DATA MINING,22,C,3.0
19B81A0408,R1932041,WIRED AND WIRELESS TRANSMISSION DEVICES,21,B,3.0
19B81A0408,R1932042,VLSI DESIGN,22,A,3.0
19B81A0408,R1932043,DIGITAL SIGNAL PROCESSING,16,B,3.0
19B81A0408,R1932044,INTERNET OF THINGS,22,F,0.0
19B81A0408,R1932045,VLSI LAB,18,O,1.5
19B81A0408,R1932046,DIGITAL SIGNAL PROCESSING LAB,13,S,1.5
19B81A0408,R1932047,INTELLECTUAL PROPERTY RIGHTS (IPR) & PAT,0,COMPLE,0.0
19B81A0408,R193204A,CELLULAR & MOBILE COMMUNICATION,20,C,3.0
19B81A0408,R193204F,DATA MINING,22,C,3.0
19B81A0409,R1932041,WIRED AND WIRELESS TRANSMISSION DEVICES,21,C,3.0
19B81A0409,R1932042,VLSI DESIGN,22,B,3.0
19B81A0409,R1932043,DIGITAL SIGNAL PROCESSING,18,C,3.0
19B81A0409,R1932044,INTERNET OF THINGS,21,C,3.0
19B81A0409,R1932045,VLSI LAB,18,O,1.5
19B81A0409,R1932046,DIGITAL SIGNAL PROCESSING LAB,15,S,1.5
19B81A0409,R1932047,INTELLECTUAL PROPERTY RIGHTS (IPR) & PAT,0,COMPLE,0.0
19B81A0409,R193204A,CELLULAR & MOBILE COMMUNICATION,21,C,3.0
19B81A0409,R193204F,DATA MINING,20,C,3.0
19B81A0410,R1932041,WIRED AND WIRELESS TRANSMISSION DEVICES,20,C,3.0
19B81A0410,R1932042,VLSI DESIGN,22,C,3.0
19B81A0410,R1932043,DIGITAL SIGNAL PROCESSING,18,D,3.0
19B81A0410,R1932044,INTERNET OF THINGS,21,D,3.0
19B81A0410,R1932045,VLSI LAB,18,O,1.5
19B81A0410,R1932046,DIGITAL SIGNAL PROCESSING LAB,19,O,1.5
19B81A0410,R1932047,INTELLECTUAL PROPERTY RIGHTS (IPR) & PAT,0,COMPLE,0.0
19B81A0410,R193204A,CELLULAR & MOBILE COMMUNICATION,20,C,3.0
19B81A0410,R193204F,DATA MINING,21,S,3.0
19B81A0411,R1932041,WIRED AND WIRELESS TRANSMISSION DEVICES,20,C,3.0
19B81A0411,R1932042,VLSI DESIGN,20,D,3.0
19B81A0411,R1932043,DIGITAL SIGNAL PROCESSING,18,B,3.0
19B81A0411,R1932044,INTERNET OF THINGS,17,B,3.0
19B81A0411,R1932045,VLSI LAB,16,S,1.5
19B81A0411,R1932046,DIGITAL SIGNAL PROCESSING LAB,17,O,1.5
19B81A0411,R1932047,INTELLECTUAL PROPERTY RIGHTS (IPR) & PAT,0,COMPLE,0.0
19B81A0411,R193204A,CELLULAR & MOBILE COMMUNICATION,19,C,3.0
19B81A0411,R193204F,DATA MINING,21,A,3.0
19B81A0412,R1932041,WIRED AND WIRELESS TRANSMISSION DEVICES,18,B,3.0
19B81A0412,R1932042,VLSI DESIGN,18,B,3.0
19B81A0412,R1932043,DIGITAL SIGNAL PROCESSING,16,C,3.0
19B81A0412,R1932044,INTERNET OF THINGS,18,C,3.0
19B81A0412,R1932045,VLSI LAB,18,O,1.5
19B81A0412,R1932046,DIGITAL SIGNAL PROCESSING LAB,14,S,1.5
19B81A0412,R1932047,INTELLECTUAL PROPERTY RIGHTS (IPR) & PAT,0,COMPLE,0.0
19B81A0412,R193204A,CELLULAR & MOBILE COMMUNICATION,21,B,3.0
19B81A0412,R193204F,DATA MINING,18,C,3.0
19B81A0413,R1932041,WIRED AND WIRELESS TRANSMISSION DEVICES,5,F,0.0
19B81A0413,R1932042,VLSI DESIGN,10,F,0.0
19B81A0413,R1932043,DIGITAL SIGNAL PROCESSING,5,F,0.0
19B81A0413,R1932044,INTERNET OF THINGS,0,F,0.0
19B81A0413,R1932045,VLSI LAB,14,B,1.5
19B81A0413,R1932046,DIGITAL SIGNAL PROCESSING LAB,5,F,0.0
19B81A0413,R1932047,INTELLECTUAL PROPERTY RIGHTS (IPR) & PAT,0,COMPLE,0.0
19B81A0413,R193204A,CELLULAR & MOBILE COMMUNICATION,5,F,0.0
19B81A0413,R193204F,DATA MINING,0,F,0.0
19B81A0414,R1932041,WIRED AND WIRELESS TRANSMISSION DEVICES,22,C,3.0
19B81A0414,R1932042,VLSI DESIGN,22,D,3.0
19B81A0414,R1932043,DIGITAL SIGNAL PROCESSING,15,F,0.0
19B81A0414,R1932044,INTERNET OF THINGS,22,C,3.0
19B81A0414,R1932045,VLSI LAB,18,S,1.5
19B81A0414,R1932046,DIGITAL SIGNAL PROCESSING LAB,16,S,1.5
19B81A0414,R1932047,INTELLECTUAL PROPERTY RIGHTS (IPR) & PAT,0,COMPLE,0.0
19B81A0414,R193204A,CELLULAR & MOBILE COMMUNICATION,22,B,3.0
19B81A0414,R193204F,DATA MINING,23,C,3.0
19B81A0415,R1932041,WIRED AND WIRELESS TRANSMISSION DEVICES,22,B,3.0
19B81A0415,R1932042,VLSI DESIGN,23,C,3.0
19B81A0415,R1932043,DIGITAL SIGNAL PROCESSING,19,D,3.0
19B81A0415,R1932044,INTERNET OF THINGS,23,C,3.0
19B81A0415,R1932045,VLSI LAB,18,O,1.5
19B81A0415,R1932046,DIGITAL SIGNAL PROCESSING LAB,11,A,1.5
19B81A0415,R1932047,INTELLECTUAL PROPERTY RIGHTS (IPR) & PAT,0,COMPLE,0.0
19B81A0415,R193204A,CELLULAR & MOBILE COMMUNICATION,24,B,3.0
19B81A0415,R193204F,DATA MINING,21,B,3.0
19B81A0416,R1932041,WIRED AND WIRELESS TRANSMISSION DEVICES,21,C,3.0
19B81A0416,R1932042,VLSI DESIGN,23,A,3.0
19B81A0416,R1932043,DIGITAL SIGNAL PROCESSING,19,C,3.0
19B81A0416,R1932044,INTERNET OF THINGS,22,C,3.0
19B81A0416,R1932045,VLSI LAB,19,O,1.5
19B81A0416,R1932046,DIGITAL SIGNAL PROCESSING LAB,13,A,1.5
19B81A0416,R1932047,INTELLECTUAL PROPERTY RIGHTS (IPR) & PAT,0,COMPLE,0.0
19B81A0416,R193204A,CELLULAR & MOBILE COMMUNICATION,18,B,3.0
19B81A0416,R193204F,DATA MINING,17,C,3.0
19B81A0417,R1932041,WIRED AND WIRELESS TRANSMISSION DEVICES,22,D,3.0
19B81A0417,R1932042,VLSI DESIGN,21,C,3.0
19B81A0417,R1932043,DIGITAL SIGNAL PROCESSING,18,D,3.0
19B81A0417,R1932044,INTERNET OF THINGS,22,C,3.0
19B81A0417,R1932045,VLSI LAB,17,O,1.5
19B81A0417,R1932046,DIGITAL SIGNAL PROCESSING LAB,14,S,1.5
19B81A0417,R1932047,INTELLECTUAL PROPERTY RIGHTS (IPR) & PAT,0,COMPLE,0.0
19B81A0417,R193204A,CELLULAR & MOBILE COMMUNICATION,19,C,3.0
19B81A0417,R193204F,DATA MINING,21,B,3.0
19B81A0418,R1932041,WIRED AND WIRELESS TRANSMISSION DEVICES,22,A,3.0
19B81A0418,R1932042,VLSI DESIGN,24,B,3.0
19B81A0418,R1932043,DIGITAL SIGNAL PROCESSING,20,D,3.0
19B81A0418,R1932044,INTERNET OF THINGS,24,B,3.0
19B81A0418,R1932045,VLSI LAB,19,O,1.5
19B81A0418,R1932046,DIGITAL SIGNAL PROCESSING LAB,19,O,1.5
19B81A0418,R1932047,INTELLECTUAL PROPERTY RIGHTS (IPR) & PAT,0,COMPLE,0.0
19B81A0418,R193204A,CELLULAR & MOBILE COMMUNICATION,25,A,3.0
19B81A0418,R193204F,DATA MINING,25,B,3.0
19B81A0419,R1932041,WIRED AND WIRELESS TRANSMISSION DEVICES,19,C,3.0
19B81A0419,R1932042,VLSI DESIGN,24,C,3.0
19B81A0419,R1932043,DIGITAL SIGNAL PROCESSING,16,D,3.0
19B81A0419,R1932044,INTERNET OF THINGS,19,B,3.0
19B81A0419,R1932045,VLSI LAB,18,S,1.5
19B81A0419,R1932046,DIGITAL SIGNAL PROCESSING LAB,12,A,1.5
19B81A0419,R1932047,INTELLECTUAL PROPERTY RIGHTS (IPR) & PAT,0,COMPLE,0.0
19B81A0419,R193204A,CELLULAR & MOBILE COMMUNICATION,21,C,3.0
19B81A0419,R193204F,DATA MINING,22,A,3.0
19B81A0420,R1932041,WIRED AND WIRELESS TRANSMISSION DEVICES,20,D,3.0
19B81A0420,R1932042,VLSI DESIGN,20,F,0.0
19B81A0420,R1932043,DIGITAL SIGNAL PROCESSING,16,F,0.0
19B81A0420,R1932044,INTERNET OF THINGS,19,F,0.0
19B81A0420,R1932045,VLSI LAB,14,S,1.5
19B81A0420,R1932046,DIGITAL SIGNAL PROCESSING LAB,11,A,1.5
19B81A0420,R1932047,INTELLECTUAL PROPERTY RIGHTS (IPR) & PAT,0,COMPLE,0.0
19B81A0420,R193204A,CELLULAR & MOBILE COMMUNICATION,21,C,3.0
19B81A0420,R193204F,DATA MINING,21,D,3.0
19B81A0421,R1932041,WIRED AND WIRELESS TRANSMISSION DEVICES,18,C,3.0
19B81A0421,R1932042,VLSI DESIGN,22,B,3.0
19B81A0421,R1932043,DIGITAL SIGNAL PROCESSING,18,D,3.0
19B81A0421,R1932044,INTERNET OF THINGS,22,B,3.0
19B81A0421,R1932045,VLSI LAB,19,O,1.5
19B81A0421,R1932046,DIGITAL SIGNAL PROCESSING LAB,16,S,1.5
19B81A0421,R1932047,INTELLECTUAL PROPERTY RIGHTS (IPR) & PAT,0,COMPLE,0.0
19B81A0421,R193204A,CELLULAR & MOBILE COMMUNICATION,24,B,3.0
19B81A0421,R193204F,DATA MINING,24,C,3.0
19B81A0422,R1932041,WIRED AND WIRELESS TRANSMISSION DEVICES,17,C,3.0
19B81A0422,R1932042,VLSI DESIGN,22,D,3.0
19B81A0422,R1932043,DIGITAL SIGNAL PROCESSING,17,D,3.0
19B81A0422,R1932044,INTERNET OF THINGS,20,F,0.0
19B81A0422,R1932045,VLSI LAB,19,O,1.5
19B81A0422,R1932046,DIGITAL SIGNAL PROCESSING LAB,18,S,1.5
19B81A0422,R1932047,INTELLECTUAL PROPERTY RIGHTS (IPR) & PAT,0,COMPLE,0.0
19B81A0422,R193204A,CELLULAR & MOBILE COMMUNICATION,20,B,3.0
19B81A0422,R193204F,DATA MINING,21,C,3.0
19B81A0423,R1932041,WIRED AND WIRELESS TRANSMISSION DEVICES,21,A,3.0
19B81A0423,R1932042,VLSI DESIGN,21,C,3.0
19B81A0423,R1932043,DIGITAL SIGNAL PROCESSING,19,C,3.0
19B81A0423,R1932044,INTERNET OF THINGS,22,C,3.0
19B81A0423,R1932045,VLSI LAB,16,S,1.5
19B81A0423,R1932046,DIGITAL SIGNAL PROCESSING LAB,13,A,1.5
19B81A0423,R1932047,INTELLECTUAL PROPERTY RIGHTS (IPR) & PAT,0,COMPLE,0.0
19B81A0423,R193204A,CELLULAR & MOBILE COMMUNICATION,22,D,3.0
19B81A0423,R193204F,DATA MINING,23,A,3.0
19B81A0424,R1932041,WIRED AND WIRELESS TRANSMISSION DEVICES,21,D,3.0
19B81A0424,R1932042,VLSI DESIGN,23,A,3.0
19B81A0424,R1932043,DIGITAL SIGNAL PROCESSING,18,C,3.0
19B81A0424,R1932044,INTERNET OF THINGS,20,F,0.0
19B81A0424,R1932045,VLSI LAB,17,O,1.5
19B81A0424,R1932046,DIGITAL SIGNAL PROCESSING LAB,12,A,1.5
19B81A0424,R1932047,INTELLECTUAL PROPERTY RIGHTS (IPR) & PAT,0,COMPLE,0.0
19B81A0424,R193204A,CELLULAR & MOBILE COMMUNICATION,21,B,3.0
19B81A0424,R193204F,DATA MINING,21,F,0.0
19B81A0425,R1932041,WIRED AND WIRELESS TRANSMISSION DEVICES,17,C,3.0
19B81A0425,R1932042,VLSI DESIGN,22,B,3.0
19B81A0425,R1932043,DIGITAL SIGNAL PROCESSING,17,D,3.0
19B81A0425,R1932044,INTERNET OF THINGS,21,C,3.0
19B81A0425,R1932045,VLSI LAB,19,O,1.5
19B81A0425,R1932046,DIGITAL SIGNAL PROCESSING LAB,12,A,1.5
19B81A0425,R1932047,INTELLECTUAL PROPERTY RIGHTS (IPR) & PAT,0,COMPLE,0.0
19B81A0425,R193204A,CELLULAR & MOBILE COMMUNICATION,22,C,3.0
19B81A0425,R193204F,DATA MINING,23,B,3.0
19B81A0426,R1932041,WIRED AND WIRELESS TRANSMISSION DEVICES,24,A,3.0
19B81A0426,R1932042,VLSI DESIGN,24,B,3.0
19B81A0426,R1932043,DIGITAL SIGNAL PROCESSING,19,B,3.0
19B81A0426,R1932044,INTERNET OF THINGS,23,B,3.0
19B81A0426,R1932045,VLSI LAB,19,O,1.5
19B81A0426,R1932046,DIGITAL SIGNAL PROCESSING LAB,19,O,1.5
19B81A0426,R1932047,INTELLECTUAL PROPERTY RIGHTS (IPR) & PAT,0,COMPLE,0.0
19B81A0426,R193204A,CELLULAR & MOBILE COMMUNICATION,24,B,3.0
19B81A0426,R193204F,DATA MINING,24,A,3.0
19B81A0427,R1932041,WIRED AND WIRELESS TRANSMISSION DEVICES,21,B,3.0
19B81A0427,R1932042,VLSI DESIGN,21,C,3.0
19B81A0427,R1932043,DIGITAL SIGNAL PROCESSING,15,B,3.0
19B81A0427,R1932044,INTERNET OF THINGS,21,F,0.0
19B81A0427,R1932045,VLSI LAB,18,S,1.5
19B81A0427,R1932046,DIGITAL SIGNAL PROCESSING LAB,15,S,1.5
19B81A0427,R1932047,INTELLECTUAL PROPERTY RIGHTS (IPR) & PAT,0,COMPLE,0.0
19B81A0427,R193204A,CELLULAR & MOBILE COMMUNICATION,20,C,3.0
19B81A0427,R193204F,DATA MINING,22,B,3.0
19B81A0428,R1932041,WIRED AND WIRELESS TRANSMISSION DEVICES,21,B,3.0
19B81A0428,R1932042,VLSI DESIGN,21,B,3.0
19B81A0428,R1932043,DIGITAL SIGNAL PROCESSING,16,D,3.0
19B81A0428,R1932044,INTERNET OF THINGS,20,F,0.0
19B81A0428,R1932045,VLSI LAB,18,S,1.5
19B81A0428,R1932046,DIGITAL SIGNAL PROCESSING LAB,13,A,1.5
19B81A0428,R1932047,INTELLECTUAL PROPERTY RIGHTS (IPR) & PAT,0,COMPLE,0.0
19B81A0428,R193204A,CELLULAR & MOBILE COMMUNICATION,21,C,3.0
19B81A0428,R193204F,DATA MINING,21,D,3.0
19B81A0429,R1932041,WIRED AND WIRELESS TRANSMISSION DEVICES,21,D,3.0
19B81A0429,R1932042,VLSI DESIGN,23,C,3.0
19B81A0429,R1932043,DIGITAL SIGNAL PROCESSING,16,D,3.0
19B81A0429,R1932044,INTERNET OF THINGS,20,C,3.0
19B81A0429,R1932045,VLSI LAB,17,S,1.5
19B81A0429,R1932046,DIGITAL SIGNAL PROCESSING LAB,13,A,1.5
19B81A0429,R1932047,INTELLECTUAL PROPERTY RIGHTS (IPR) & PAT,0,COMPLE,0.0
19B81A0429,R193204A,CELLULAR & MOBILE COMMUNICATION,22,C,3.0
19B81A0429,R193204F,DATA MINING,21,C,3.0
19B81A0430,R1932041,WIRED AND WIRELESS TRANSMISSION DEVICES,18,C,3.0
19B81A0430,R1932042,VLSI DESIGN,23,C,3.0
19B81A0430,R1932043,DIGITAL SIGNAL PROCESSING,16,F,0.0
19B81A0430,R1932044,INTERNET OF THINGS,20,D,3.0
19B81A0430,R1932045,VLSI LAB,18,O,1.5
19B81A0430,R1932046,DIGITAL SIGNAL PROCESSING LAB,14,S,1.5
19B81A0430,R1932047,INTELLECTUAL PROPERTY RIGHTS (IPR) & PAT,0,COMPLE,0.0
19B81A0430,R193204A,CELLULAR & MOBILE COMMUNICATION,20,B,3.0
19B81A0430,R193204F,DATA MINING,16,F,0.0
19B81A0431,R1932041,WIRED AND WIRELESS TRANSMISSION DEVICES,22,B,3.0
19B81A0431,R1932042,VLSI DESIGN,23,A,3.0
19B81A0431,R1932043,DIGITAL SIGNAL PROCESSING,20,B,3.0
19B81A0431,R1932044,INTERNET OF THINGS,21,C,3.0
19B81A0431,R1932045,VLSI LAB,18,O,1.5
19B81A0431,R1932046,DIGITAL SIGNAL PROCESSING LAB,14,S,1.5
19B81A0431,R1932047,INTELLECTUAL PROPERTY RIGHTS (IPR) & PAT,0,COMPLE,0.0
19B81A0431,R193204A,CELLULAR & MOBILE COMMUNICATION,24,B,3.0
19B81A0431,R193204F,DATA MINING,23,C,3.0
19B81A0432,R1932041,WIRED AND WIRELESS TRANSMISSION DEVICES,18,C,3.0
19B81A0432,R1932042,VLSI DESIGN,15,C,3.0
19B81A0432,R1932043,DIGITAL SIGNAL PROCESSING,18,C,3.0
19B81A0432,R1932044,INTERNET OF THINGS,15,D,3.0
